,Wskaźnik cen konsumenta CPI (% r/r),    Ceny żywności (% r/r),    Ceny energii (% r/r),    Wskaźnik cen inflacji bazowej po wyłączeniu cen żywności i energii (% r/r),PKB (% r/r),    Popyt krajowy (% r/r),        Spożycie indywidualne (% r/r),        Spożycie zbiorowe (% r/r),        Nakłady inwestycyjne (% r/r),    Wkład eksportu netto (pkt. proc. r/r),        Eksport (% r/r),        Import (% r/r),Płace brutto (% r/r),Liczba pracujących (% r/r),Stopa bezrobocia (%),NAWRU (%),Stopa aktywności zawodowej (%),Wydajność pracy (% r/r),Jednostkowe koszty pracy (% r/r),Produkt potencjalny (% r/r),Luka popytowa (% PKB potencjalnego),"Indeks cen surowców rolnych (USD; 2010=1,00)","Indeks cen surowców energetycznych (USD; 2010=1,00)",Poziom cen za granicą (% r/r),PKB za granicą (% r/r),Saldo rachunku bieżącego i rachunku kapitałowego (% PKB),WIBOR 3M (%)
2010-12-27,2.5,2.5,5.9,1.6,3.5,3.5,2.9,2.5,-1.6,-0.1,12.3,12.2,4.1,0.6,9.6,10.8,55.7,2.8,1.0,3.6,-0.9,0.95,0.7,0.6,1.6,-1.4,3.83
2010-12-28,2.5,2.5,5.9,1.6,3.5,3.5,2.9,2.5,-1.6,-0.1,12.3,12.2,4.1,0.6,9.6,10.8,55.7,2.8,1.0,3.6,-0.9,0.95,0.7,0.6,1.6,-1.4,3.83
2010-12-29,2.5,2.5,5.9,1.6,3.5,3.5,2.9,2.5,-1.6,-0.1,12.3,12.2,4.1,0.6,9.6,10.8,55.7,2.8,1.0,3.6,-0.9,0.95,0.7,0.6,1.6,-1.4,3.83
2010-12-30,2.5,2.5,5.9,1.6,3.5,3.5,2.9,2.5,-1.6,-0.1,12.3,12.2,4.1,0.6,9.6,10.8,55.7,2.8,1.0,3.6,-0.9,0.95,0.7,0.6,1.6,-1.4,3.83
2010-12-31,2.5,2.5,5.9,1.6,3.5,3.5,2.9,2.5,-1.6,-0.1,12.3,12.2,4.1,0.6,9.6,10.8,55.7,2.8,1.0,3.6,-0.9,0.95,0.7,0.6,1.6,-1.4,3.83
2011-01-03,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-04,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-05,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-06,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-07,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-10,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-11,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-12,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-13,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-14,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-17,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-18,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-19,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-20,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-21,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-24,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-25,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-26,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-27,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-28,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-01-31,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-01,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-02,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-03,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-04,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-07,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-08,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-09,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-10,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-11,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-14,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-15,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-16,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-17,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-18,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-21,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-22,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-23,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-24,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-25,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-02-28,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-01,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-02,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-03,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-04,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-07,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-08,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-09,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-10,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-11,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-14,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-15,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-16,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-17,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-18,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-21,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-22,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-23,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-24,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-25,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-28,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-29,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-30,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-03-31,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-01,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-04,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-05,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-06,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-07,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-08,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-11,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-12,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-13,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-14,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-15,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-18,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-19,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-20,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-21,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-22,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-25,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-26,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-27,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-28,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-04-29,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-02,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-03,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-04,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-05,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-06,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-09,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-10,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-11,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-12,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-13,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-16,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-17,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-18,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-19,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-20,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-23,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-24,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-25,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-26,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-27,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-30,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-05-31,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-06-01,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-06-02,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-06-03,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
2011-06-06,4.0,5.0,8.6,2.4,4.1,3.9,3.5,0.7,7.5,0.2,5.5,5.0,5.4,1.0,9.5,9.9,56.0,3.1,2.1,3.2,0.5,1.35,1.86,1.5,1.9,-2.2,4.49
